label,topic_tokenized
2, petrobras resort top court free divestment plan 
0, petrobras say wa prepare brusque drop oil price 
1, petrobras say win debt accord government lender 
0, petrobras scandal hit brazil builder credit rat 
0, petrobras stick yearend asset sale goal ceo say 
0, petrobras tap santana act head corporate affair 
0, petrobras save 500 mln year reorganization plan 
1, petrochina q2 profit rise 15 pct match estimate 
1, peugeot van plant get reprieve union concession 
1, pfizer humana form research pact elderly health 
0, pfizer humana form research pact elderly health 
2, pfizer name read chairman ok 10 billion buyback 
2, pfizer replace longtime ceo read veteran bourla 
2, pfizerlilly pain drug meet latestage trial goal 
1, pfizerlilly pain drug meet latestage trial goal 
1, pg shareholder vote peltz board glass lewis say 
0, pg buy german merck consumer health unit 42 bln 
1, philip morris fight australia plain package law 
1, philip appoint jan kimpen chief medical officer 
0, philip earn easily beat forecast cautious china 
2, philip lift target return 2 billion shareholder 
1, philip receive 510k clearance care orchestrator 
1, philip buy part aerogen nebulizer product range 
0, phillips 66 see bakken crude price move u coast 
2, pioneer natural 2ndqtr output near low end view 
2, plaintiff eye path ahead gm ignitionswitch case 
2, plurigestion cowen co credit suisse td security 
2, pnc financial name bluemountain feldstein board 
1, polish citigroup unit exceed forecast q1 profit 
0, poste italiane withstand competition amazon ceo 
1, potential suitor circle american airline source 
2, pratt whitney name new head f135 engine program 
2, preciousgold hold 12week high asian share climb 
0, precision castparts buy primus 900 million cash 
2, presidio tap barclays credit suisse sale source 
1, pressure build augusta golf club bend ban woman 
0, procter gamble lower forecast due strong dollar 
2, procter gamble profit top forecast plan buyback 
2, protest close world 2 ferronickel mine colombia 
2, pure pharmaceutical player astrazeneca pressure 
2, pure pharmaceutical player astrazeneca pressure 
2, qa new york probe exxon new front climate fight 
0, qualcomm chip sale indicate smartphone strength 
1, qualcomm curb spend revenue guidance disappoint 
0, qualcomm inc enter amendment 1 credit agreement 
0, qualcomm inc enter amendment 1 credit agreement 
2, qualcomm set 100 million fund invest ai startup 
0, qualcomm warn profit hit apple battle intensify 
2, qualcomm warn profit hit apple battle intensify 
2, ranbaxy scramble ingredient make generic nexium 
1, raymond jam citigroup jp morgan hig capital cvc 
1, raymond jam citigroup jp morgan hig capital cvc 
1, raymond jam citigroup jp morgan hig capital cvc 
1, raymond jam citigroup jp morgan hig capital cvc 
1, raytheon award 235 billion contract sm3 missile 
2, raytheon co say award contract worth 15 billion 
1, raytheon form new subsidiary unite arab emirate 
2, raytheon reorganize save 85 million cut 200 job 
2, raytheon see foreign sale 30 percent total 2014 
2, raytheon team finmeccanica bid u air force deal 
1, raytheon win u navy radar deal worth 16 billion 
2, rbc blackrock volksbanken u bank aviva investor 
1, rbc blackrock volksbanken u bank aviva investor 
1, rb face struggle find ceo amid political meddle 
2, rb invest 17 billion online bank branch upgrade 
0, rb may buy back share speed government exit ceo 
0, rb sell 817 mln uae company loan dubai bank cbd 
1, rb announce compensation program small business 
0, rb shrink investment bank cut 30 000 job source 
1, rb wind distress debt unit source say bloomberg 
0, rcs name microsoft jovane new ceo fridaysources 
0, red hat announce 1 bln stock repurchase program 
0, red hat revenue beat estimate subscription gain 
0, red lion hotel explore possible sale share rise 
2, reebok tie rapper slam song say boast date rape 
0, refileair product forecast drag weakness europe 
1, refilearamco aim lift refine capacity 8 mln bpd 
0, refiledirect line ipo price 175 penny per share 
0, refileflorida seek delay approval bp settlement 
0, refilehsbc boost oversight safety box hong kong 
0, refilemarsh mclennan q1 gaap earn per share 134 
1, refilerefiners pay 216 mln settle hot fuel suit 
2, refilethai ptt pact anadarko buy lng mozambique 
2, refileus auto worker split early vote ford pact 
1, refileus auto worker split early vote ford pact 
0, regeneron ceo say fear eylea greatly exaggerate 
0, regeneron earn beat forecast eylea outlook high 
0, regeneron revenue beat street strong eylea sale 
2, regulator near deadline systemic tag prudential 
2, renzi slow reform pledge frenzy criticism mount 
0, republic service file potential mix shelf offer 
0, republic service post q3 adj earn per share 062 
1, republican put future u eximbank doubt lawmaker 
2, republican put future u eximbank doubt lawmaker 
0, research alertdeere barclays raise target price 
2, research alertsmiths group hsbc cut underweight 
1, retail investor stampede toyota new class share 
1, revise state aid plan remove key rb uncertainty 
0, reynolds american lorillard advance merger talk 
0, rio pick chinabacked yancoal glencore coal sale 
2, rio tinto china minmetals sign deal exploration 
0, rio tinto alcan kitimat worker reach labor pact 
0, rio tinto copper force majeure utah copper mine 
1, rio tinto face new labour talk court rule paper 
1, rio tinto face new labour talk court rule paper 
1, rio tinto finance sell 3 bln senior note 3 part 
1, rio tinto fire two top executive guinea payment 
2, rio tinto ha upside even reject glencore barron 
0, rio tinto recommend yancoal coal offer glencore 
2, rio tinto give away stake alaska mine developer 
0, rio tinto halt production gove alumina refinery 
0, rio tinto ship iron ore 2016 despite price rout 
0, rio tinto ship iron ore 2016 despite price rout 
2, rio tinto slash cost endure bumpy ride iron ore 
1, rise cost tarnish hsbc asiadriven profit growth 
0, riskon week flow feed tone relief investor baml 
1, riversdale eye new coal prospect australian ipo 
1, roche chase merck notch another lung cancer win 
2, roll royce name bp director new chairman report 
1, roper technology post q4 adj earn per share 186 
2, rosenthal acquire domestic factor portfolio bbt 
0, royal london asset management morgan stanley rb 
0, royal london asset management morgan stanley rb 
0, rule clash could limit money fund rate fidelity 
1, russia dixy say likely sell stake rival bristol 
0, russia rosneft say start survey arctic jv exxon 
2, russia replace sanctionshit airline new carrier 
2, sachem head de shaw buy adp stock first quarter 
0, safrica govt appeal focus ahead massmart result 
2, salesforce appoint bernard tyson board director 
2, salesforce q3 forecast miss estimate share drop 
0, salesforce report 26 pct rise quarterly revenue 
1, salesforcecom board approve amend restate bylaw 
0, salesforcecom file potential mix shelf sec file 
1, patel join mizuho corporate debt syndicate desk 
1, samsung intel dell team standard connect gadget 
1, samsung ask emergency stay damage retrial apple 
0, samsung win reconsideration galaxy tab sale ban 
2, sandberg leaninorg criticize call unpaid intern 
2, sandberg leaninorg criticize call unpaid intern 
2, sanofi merck pull plug european vaccine venture 
0, sanofi ceo say buy loreal stake could accretive 
0, sanofi ceo say buy loreal stake could accretive 
2, sanofi say step development new diabetes device 
2, santander brasil result disappoint default jump 
1, santander buy kredyt bank boost polish presence 
0, santander debt buyback takeup fall short target 
0, sap aim double crm business two year sale chief 
0, sap aim double crm business two year sale chief 
1, sap eye 100 bln euro sale mark 20 year magazine 
0, sap see edge cloud security raise sale forecast 
2, sap vishal sikka step two new board member name 
0, saudi arabia u still talk u warship deal source 
0, saudi savola group say hire jp morgan fayez ceo 
0, sca say ready fight pg incontinence care market 
2, schlumberger cameron subsea jv tap deepsea boom 
2, schlumberger profit half client spend cut weigh 
0, schlumberger profit surge help middle east asia 
1, schwab drop ban client file classaction lawsuit 
1, scotiabank rise international lend drive profit 
1, sear canada ceo resign retailer work turnaround 
2, sear canada ceo resign retailer work turnaround 
1, sear canada ceo resign retailer work turnaround 
2, sec allege insider trade onyx ahead amgen offer 
1, sec probe add uncertainty diamond pringles deal 
2, secondquarter growth revise feed still see play 
0, security researcher hack move jeep leaf twitter 
0, senator grassley probe document destruction sec 
0, senator grassley probe document destruction sec 
0, senator grassley probe document destruction sec 
2, senator want apple answer question slow iphones 
1, shanghai gold exchange lift margin gold forward 
2, shareholder advisor challenge sap board row pay 
2, shell chevron likely win ukraine shale gas deal 
0, singapore glp canada pension plan form japan jv 
1, singapore hot stocksartivision soar intel tieup 
2, sinopec 2016 net profit rise 44 pct help refine 
1, sinopec talk canada site lng projectbc minister 
2, sinopec shut guangzhou crude unit 20 day source 
0, siri popularity cause iphone connection problem 
1, sirius xm revenue beat subscriber addition rise 
0, sirius xm revenue subscriber gain churn improve 
2, skorea lift ban beef fee additive food ministry 
1, skorea state health insurer tobacco firm damage 
1, skorea state health insurer tobacco firm damage 
1, slack lock oracle partnership target enterprise 
0, slim america movil eye european fixedline telco 
0, slim america movil eye european fixedline telco 
2, smirnoffmaker diageo sale set currency hangover 
2, soccerfans cry foul 150 england world cup shirt 
1, softbank ceo say sprint could shake u oligopoly 
0, softbank ceo say sprint could shake u oligopoly 
2, softbank meet sprint investor many eye high bid 
1, chinese apple user warn firm dodge new data law 
2, fearful china billionaire steer clear rich list 
2, sony ceo say think split entertainment business 
2, sony cut price vita handheld game console japan 
1, sony make concession eu regulator emi music bid 
0, sony playstation store back online cyber attack 
1, sony say ps4 global sale exceed 21 million unit 
0, sony sell 321 000 playstation vita unit two day 
0, sony surprise profit warn sale battery business 
1, sony sell chemical unit japan state bank source 
2, sony sell lcd venture stake samsung 940 million 
2, sony upbeat game robot cut outlook image sensor 
0, soros fund management take stake netflix harley 
0, southern co coal unit delay forfeit tax benefit 
1, southwest flight divert phoenix possible threat 
0, sp assign bbb rat waste mgmt 500m sr unsec note 
0, sp assign rat series 20113 wst trust prime rmbs 
0, sp lower analog device rat bbb acquisition plan 
0, sp lower rtg ab deal madrid consumo ii class nt 
0, sp raise amex core operate sub rtgs outlk stble 
1, sp rate bhp billiton finance ltd a1 billion mtn 
0, sp rts marina bay sand lvsc subsidiary facs bbb 
2, sp banco bilbao vizcaya argentaria paraguay bbb 
0, spacex cancel first u national security mission 
2, spain bbva comfortable current stake garanticoo 
0, spain santander tweak account ahead rule change 
2, spam campaign target google user malicious link 
1, spam campaign target google user malicious link 
1, sport direct optimism profit slump propel share 
2, sprint nextel must face ny suit tax fraud judge 
0, sprint propose merger charter communication wsj 
0, sprint propose merger charter communication wsj 
2, stagnant economy take toll u retailer june sale 
0, stallergenes win u goahead oralair allergy pill 
0, stan lee medium sue disney billion marvel right 
1, starbucks embrace mobile payment startup square 
0, starbucks embrace mobile payment startup square 
1, starbucks expand college tuition benefit worker 
1, starbucks shareholder reject political give ban 
0, starbucks use cup fiscal cliff message lawmaker 
0, state st ceo get 57 million restrict stock 2011 
0, statoil give 340 mln plus contract schlumberger 
0, stericsson break qualcomm window phone monopoly 
0, steven madden private label business hit margin 
1, stock price drop take glow u consumer sentiment 
1, stock news aseaninflows last week thailand lead 
1, stock news indonesiaciti cut astra intl neutral 
1, stopgap spend measure fund mead missile defense 
1, strike att worker california nevada return work 
0, student group take facebook privacy gripe court 
1, suncor energy announce price 750 mln note offer 
0, suncor say cut production due fort mac wildfire 
1, sweden set close 1 billion patriot missile deal 
1, swiss banker group want amicable deal u tax row 
0, swiss fin mintax deal germany progressingreport 
1, swiss warn ubs credit suisse raise billion bond 
0, switch course gilead market hiv drug prevention 
1, synchronoss renew agreement power verizon cloud 
1, sysco agree acquire hawaiibased hfm foodservice 
0, taiwan ase invest 37 bln shanghai semicon plant 
2, taiwan tsmc order equipment kinmax t336 million 
0, taiwan tsmc say march sale t1037 bln 208 pct yy 
0, taiwan umc order equipment apply material ebara 
0, tajikistan block facebook access silence critic 
0, take tesla china jia yueting aim outmuscle musk 
0, talk suspend caterpillar milwaukee worker union 
0, tar war movie global sale reach massive 250 mln 
1, targacept depression drug high risk high reward 
0, targacept depression drug high risk high reward 
1, targacept depression drug high risk high reward 
0, target cut fullyear forecast weak first quarter 
1, target data breach could costly payment partner 
1, target name new cio oversee technology security 
0, target optimistic fullyear forecast profit beat 
1, target respectfully ask customer keep gun store 
1, target warn currentquarter profit miss forecast 
1, tax benefit help boost q4 profit mexico comerci 
2, td ameritrade amend td bank pact permit buyback 
0, td ameritrade management shuffle bradley retail 
0, td ameritrade work solve electronic trade issue 
1, td bank group report q3 adj earn per share c127 
1, td canada trust announce change prime lend rate 
0, te connectivity expect rev estimate replace cfo 
0, tech startup target emerge corporate mobile mkt 
0, tech startup target emerge corporate mobile mkt 
0, temasek sell 14 pct india icici bank term sheet 
0, tepco reform plan call job cut asset salespaper 
0, tepco reform plan call job cut asset salespaper 
0, tesla cardiovascular probe stock trade plan wsj 
1, tesla factory near reno bet old nevada meet new 
1, tesla talk resolve issue legacy grohmann client 
0, tesla see output profit margin rise share surge 
0, tesla shift intel nvidia infotainment bloomberg 
0, tesla shift intel nvidia infotainment bloomberg 
0, tesla shift intel nvidia infotainment bloomberg 
2, tesla switch giant battery shore australia grid 
0, tesla invest charge infrastructure japan nikkei 
1, test show uk north sea field fit carbon storage 
0, teva talk buy allergan big genericdrug unit wsj 
0, teva drug copaxone ha strong secondquarter sale 
1, texas instrument cut 1 700 job wind tablet chip 
1, texas instrument profit rise help auto industry 
0, texas instrument set qtrly cash dividend 062shr 
2, thai flood hard drive shortage threaten pc sale 
1, thales microsoft partner cloud system arm force 
1, home depot tap texas wind farm renewable energy 
1, thermo fisher profit top street view life await 
0, thermo fisher raise forecast secondquarter beat 
1, third point stake alphabet facebook cut charter 
0, third point stake alphabet facebook cut charter 
0, third point stake alphabet facebook cut charter 
0, third point stake alphabet facebook cut charter 
1, third point stake alphabet facebook cut charter 
0, third point stake alphabet facebook cut charter 
1, thomson reuters buy fx option business tradeweb 
2, time turn tructurally bullish emerge stock baml 
2, tivo beat sale see gain comcasttime warner deal 
2, tj maxx owner tjx say holiday season good start 
0, tmobile usa offer unlimited data service option 
0, tnkbp say hrt drill likely oil area amazon 2013 
0, tokyo electron takeover could moldbreaker japan 
2, top eu court uphold astrazeneca fine ulcer drug 
1, top jp morgan metal exec retire sempra era fade 
1, toronto mayoral race put spotlight le know ford 
1, torontodominion bank price 500 mln stg 2018 frn 
0, torontodominion bank post high quarterly profit 
1, total canada president return head office paris 
1, total canada president return head office paris 
2, total clear angolan kaombo oil project cost cut 
1, total talk petrochina sell china refinery stake 
1, total late oil group shift iraq focus kurdistan 
1, total tell halt kurdish deal sell halfaya stake 
1, toyota daihatsu set joint emerge market company 
1, toyota lesson lose takata resist u recall order 
1, toyota may cut 2014 output sale tax hike nikkei 
1, toyota motor repurchase 30 082 700 share august 
1, toyota move texas late blow southern california 
0, toyota open inner circle outsider overseas push 
1, toyota poise put legal trouble rear view mirror 
1, toyota say cnn glitch report grossly inaccurate 
0, toyota say september china auto sale 261 pct yy 
2, toyota say restart tianjin plant post explosion 
2, toyota say start make lexus car motomachi plant 
1, toyota take stake mazda link 16 billion u plant 
2, toyota invest 494 mln new brazil engine factory 
2, toyota restart production japan plant next week 
2, toyota resume normal output japan november 2125 
1, toyota upbeat u recovery forecast record profit 
2, toyota work develop advance electriccar battery 
1, tractor supply miss sale expectation share fall 
2, tractor supply miss sale expectation share fall 
2, tractor supply miss sale expectation share fall 
0, trade panel rethink microsoft motorola decision 
2, transcanada buy columbia pipeline group 102 bln 
1, trial suggest prevnar may also protect age 1849 
0, trump twitter march 18 jam comey robert mueller 
1, trump nominate raytheon lobbyist army secretary 
1, trump yield pressure call neonazis kkk criminal 
1, tsmc head warn industry risk u china trade spat 
0, tsmc march sale t7227 bln 447 pct yy v february 
1, tsmc order equipment tokyo electron asml system 
0, tsmc order machinery equipment jetwell computer 
2, tsmc order machinery equipment worth t51145 mln 
1, tsx drop 1 percent scotiabank energy share drag 
1, tsx near threeyear high ukraine relief enbridge 
1, tsx slip miner tech stock weigh rbc earn report 
1, tui travel purchase boeing jet approve investor 
1, twentyfirst century fox say engage cma sky deal 
1, twentyfirst century fox say engage cma sky deal 
2, twitter chief operate officer resign growth lag 
0, twitter mobile revenue surpass web many day ceo 
0, twitter number paint grim profitability picture 
0, twitter offer instagram 525 million deal report 
0, twitter say coo adam bain leave noto take place 
0, twitter surprise revenue turnaround share surge 
0, twitter conclude sale deliberation month source 
0, twitter try spur growth shop political donation 
0, twitter user decry report plan prioritize tweet 
2, two big apartment landlord raise rent slow pace 
0, two csx train florida collide derail two injure 
0, two dead 100 injure amtrak crash south carolina 
2, uae lender unb hire jpmorgan merger talk source 
0, ubs morgan stanley smith barney add new adviser 
1, ubs standard charter icap bnp paribas jefferies 
1, ubs grab merrill rainmaker head investment bank 
2, ubs hire eight broker morgan stanley well fargo 
0, ubs hire eight broker morgan stanley well fargo 
1, uk bank tell plug 25 billion pound capital hole 
1, uk bank tell plug 25 billion pound capital hole 
1, uk body block early use jj prostate cancer drug 
1, uk cost agency back jj cancer drug change heart 
0, uk cost agency question merck nycomed lung drug 
0, uk cost agency question merck nycomed lung drug 
0, uk dreamliner fire probe look several component 
0, uk financial business growth morale hit low cbi 
0, uk financial business growth morale hit low cbi 
0, uk financial business growth morale hit low cbi 
0, uk financial business growth morale hit low cbi 
2, uk forty oil cargo delay week pipeline shutdown 
0, uk gas slide strong supply outweigh high demand 
1, uk government cut lloyd bank group stake 11 pct 
1, uk government sell lloyd share cut stake 12 pct 
0, uk lawmaker call new power watchdog inaction rb 
2, uk ofgem weigh national grid cost recovery plea 
2, uk plan 3 bln lloyd share sale private investor 
1, uk regulator probe pwc audit bt italian scandal 
2, uk supreme court confirm rule lilly patent case 
0, uk supreme court rule favor lilly alimta patent 
0, ukbelgian power link begin operation early 2019 
2, ukfrance power link regain full capacity midaug 
2, ukraine fear pull tsx low canadian natural rise 
0, ukraine finally batten leaky cyber hatch attack 
0, fire u group alibaba say fight counterfeit good 
2, unilever clear increase hindustan stake june 21 
1, unilever end 2017 strongly investor unimpressed 
2, unite airline lease 25 use aircraft aercap hold 
0, unite tech ceo sale sikorsky would hard due tax 
0, unite tech ceo sale sikorsky would hard due tax 
0, unitedhealth see obamacare medicare cost growth 
0, unitedhealth warn hospital envision er contract 
2, unplanned outage uk britannia gas field ongoing 
1, fedex get approval express service chinese city 
1, fedex get approval express service chinese city 
0, quarterly profit rise see strong holiday volume 
1, see 10 pct rise holiday ship hire 55 000 worker 
0, u russian crew land sixmonth stay space station 
0, u add 750 mln northrop missile defense contract 
2, u air safety board urge battery test boeing 787 
1, u antitrust lawsuit qualcomm proceed judge rule 
1, u antitrust lawsuit qualcomm proceed judge rule 
1, u apparel group want taobao ustr notorious list 
2, u approval bp refinery sale tesoro see imminent 
0, u army award 3m additional 34 mln helmet future 
0, u attorney want doj take civil action bofa file 
0, u autoworkers face threat car maker draw mexico 
1, u aviation giant split gulf carrier subsidy row 
1, u bailout aig 2008 wa punitive exceo lawyer say 
1, u bancorp unit pay 445 mln peregrine settlement 
1, u ban bp new government contract oil spill deal 
0, u cable industry campaign aim boost mobile view 
1, u cash productschicago gasoline refinery outage 
2, u cash productschicago gasoline refinery outage 
2, u clear house look intervene cme compliance row 
2, u contractor iraq relocate due security concern 
0, u court halt 82 billion activision deal vivendi 
1, u crude contango widen marketlink pipeline work 
2, u crude settle twoyear high pipeline disruption 
1, u epa examine claim ford hybrid fail get 47 mpg 
2, u fda approve biogen hemophilia b drug alprolix 
1, u firm abbott buy russian drugmaker 495 million 
0, u food distributor sysco buy london brake group 
0, u fracking need broad diesel oversightlawmakers 
2, u government tap glaxosmithkline new antibiotic 
1, u government warn business cyber bug intel chip 
1, u hit test missile raytheon interceptor witness 
1, u house regulator accuse bank america bias lend 
1, u judge approve settlement bp class action suit 
1, u judge name lead plaintiff facebook litigation 
1, u judge tell cablevision stop call verizon liar 
1, u labor board file complaint tesla worker right 
2, u labor department sue google compensation data 
2, u labor department sue google compensation data 
2, u labor dept launch review well fargo complaint 
2, u lawyer deny bribery trial chevronecuador case 
2, u navy say opt bellboeing v22s carrier delivery 
0, u official expect exxon oil firm share tax data 
1, u order major enbridge oil pipeline review leak 
1, u payment startup back amazon founder expand uk 
1, u private sector hire shy estimate november adp 
1, u prosecutor drop insider trade charge ibm deal 
0, u prosecutor launch review fail fedex drug case 
2, u regulator sue jpmorgan wamu mortgage security 
2, u regulator sue jpmorgan wamu mortgage security 
2, u renew conocophillips permit alaska lng export 
0, u retailer feel pinch frugal shopper curb spend 
0, u say inaction online piracy risk public safety 
2, u see second foreign buyer v22 osprey six month 
0, u shale producer pioneer restructure 2015 hedge 
0, u stock snapshot3m caterpillar power dow record 
0, u stock snapshotwall st drop oil apple weakness 
0, u stock snapshotwall st rise energy apple boost 
1, u stocksdow sp 500 end high data stimulus place 
0, u stocksdow sp 500 end record high directv late 
0, u stocksdow sp 500 end record high directv late 
2, u stocksdow end record high feed upbeat economy 
2, u stocksfed uncertainty send dow sp 500 5th day 
0, u stocksfed uncertainty send dow sp 500 5th day 
0, u stocksford tesla fall premarket lakeland jump 
2, u stockssp 500 end record high boost tech share 
0, u stockssp 500 end record high boost tech share 
0, u stockssp 500 end le 1 point record close high 
1, u stocksstocks leap wall street laud job growth 
0, u stockswall st bounce back bargain hunter move 
2, u stockswall st close high citi earn healthcare 
0, u stockswall st close high citi earn healthcare 
0, u stockswall st end weak economic data gain may 
1, u stockswall st end interest rate greece jitter 
1, u stockswall st end flat mix earn sp 500 record 
2, u stockswall st end flat mix earn sp 500 record 
1, u stockswall st end low feed statement oil drop 
0, u stockswall st gain result dow end record high 
0, u stockswall st rebound energy stock rise syria 
1, u stockswall st rebound energy stock rise syria 
0, u stockswall st slip third day feed uncertainty 
1, u stockswall st slip china retailer offset loss 
0, u stockswall st tick data feed caution cap gain 
2, u stockswall street open low wake weak job data 
0, u pay boeing 51 mln cleanup wwii aircraft plant 
2, u treasury antilaundering head join hsbc source 
1, uschina trade war pose oil demand shock 2019 bp 
1, utah woman lawsuit clomid pregnancy risk revive 
1, utility stop leak coal ash north carolina river 
0, valeant ready raise allergan bid least 200share 
0, valero form joint venture texas marine terminal 
0, valero report power outage port arthur refinery 
0, valero say output unhurt benicia calif refinery 
1, valueact take 12 billion stake citigroup letter 
0, varanasi villager blame cocacola water scarcity 
1, varian medical system draw welltimed option bet 
1, vattenfall blame german nuclear vote first loss 
1, venezuela seek recuse arbitrator conoco dispute 
1, venezuela petropiar oil upgrader shut expansion 
2, verizon demand netflix stop message slow stream 
2, verizon emerge frontrunner yahoo auction source 
0, vertex pharmaceutical q3 adj earn 16 centsshare 
1, vf corp unit enter accession 1 credit agreement 
0, vf corp 2ndqtr profit beat forecast miss street 
0, vf revenue miss estimate north face growth slow 
0, virgin atlantic name american air executive ceo 
1, virgin submit bid interest northern rocksources 
1, visa intel work payment security connect device 
1, visa buy visa europe deal worth much 23 billion 
2, vmware report slow revenue growth seven quarter 
0, volcker rule could raise energy price study say 
0, volvo car tap baidu tech develop robotaxi china 
1, vtb hire goldman sachs djumaliev head commodity 
2, wal mart file preliminary prospectus supplement 
2, walgreens must face security fraud lawsuit rule 
0, wall st bounce back broad rally bank share gain 
0, wall street drop yellen move possible rate hike 
1, wall street drop yellen move possible rate hike 
1, wall street end high blue chip rally intel late 
1, wall street end high blue chip rally intel late 
0, wall street end bad quarter since 2008 meltdown 
1, wall street end bad quarter since 2008 meltdown 
0, wall street gain feed minute boost stimulus bet 
1, wall street gain feed minute boost stimulus bet 
1, wall street hold steady oil rise dollar decline 
0, wall street rally facebook gdp amazon sink late 
0, wall street rebound future fly turkey rate hike 
1, walmart canada name new ceo focus food business 
1, walmart canada extend visa ban store october 24 
2, walmart canada extend visa ban store october 24 
0, walmart china upgrade store 93 mln open 30 2014 
1, walmart cut salesgrowth outlook slow store open 
2, walmart expand online grocery pickup eight city 
1, walmart pay lawyer fee dozen exec bribery probe 
2, walmart press supplier share benefit cheap yuan 
2, walmart press supplier share benefit cheap yuan 
1, walmart shuffle u store management improve sale 
2, walmart take money transfer company new service 
1, walmart tap insider head international division 
0, walmart tieup help mckesson top profit estimate 
0, walmart settle u lawsuit benefit samesex spouse 
0, warburg seek 10 billion bausch lomb sale source 
1, waste management 4thqtr beat market expectation 
0, waste management announce q1 earn per share 091 
0, waste management cut 700 job take 3rdqtr charge 
0, watchdog fine lloyd 154 million ppi fail source 
0, waymo retire firefly focus massproduced vehicle 
0, waymo retire firefly focus massproduced vehicle 
1, waymo test selfdriving car ride service arizona 
1, waymo test selfdriving car ride service arizona 
2, weak amazon alphabet result ignite growth worry 
1, weak amazon alphabet result ignite growth worry 
0, weak amazon alphabet result ignite growth worry 
0, weak oil price china worry drag wall street low 
0, weak oil price china worry drag wall street low 
2, well fargo hsbc halcyon jpmorgan mercer advisor 
0, well fargo announce board change name new chair 
2, well fargo bank increase prime rate 400 percent 
2, well fargo board get black eye shareholder vote 
2, well fargo ceo see progress expense second half 
0, well fargo explore sale crop insurance business 
1, well fargo extend credit card push deal dillard 
1, well fargo hit class action finance window sale 
1, well fargo organize meet discus bitcoin rule ft 
2, well fargo set quarterly dividend 038 per share 
2, westpac anz investigate suspect home loan fraud 
0, westpac see expand capital buff a750 mln hybrid 
0, westport gm sign second deal natural gas engine 
1, auto shutdown loom ryan back fiscal hawk stance 
2, wholesale inventory fall likely drag gdp growth 
0, dreamliner drama affect industry selfinspection 
1, williams appoint three new independent director 
0, williams report qtrly adjust earn per share 017 
1, primetime tv apple hope hook customer new watch 
1, witness allege penn state sex assault put leave 
0, wood group win tenyear service contract chevron 
1, worker expose chemical leak intel plant arizona 
1, worker hit mcdonald new sexual harassment claim 
0, world bank panel reject venezuela appeal conoco 
1, world champion barber drouin lead canadian team 
0, worldpay report qtrly adjust earn per share 097 
0, wrapup 1iron ore record slide china demand slow 
1, wrapup 2canadian bank beat estimate strong loan 
0, wrapup 2european consumer good group defy gloom 
2, wrapup 4nkorea deny hack sony u stand assertion 
2, wrapup 6nkorea deny hack sony u stand assertion 
1, xilinx invest machine learn pioneer deephi tech 
1, xto energy shutter eagle ford well ahead harvey 
0, yahoo set alibaba stake spinoff plan share jump 
0, yankee talk amazon sinclair bid yes network wsj 
1, yum brand inc declare quarterly dividend 030shr 
1, yum profit beat even bird flu batter china sale 
0, zoetis add second director deal pershing square 
1, zoetis ipo price 26 large u deal since facebook 
1, zuckerberg lose 15 billion record facebook fall 
1, zuckerberg sell facebook share worth 23 billion 
1, zynga launch prepay debit card american express 
0, moody affirm conocophillips a1 snr unsecured rat 
0, pentagon review board cite flaw raytheon warhead 
0, 3m cut 1 500 job profit beat street revenue miss 
1, 3rd circuit revive robocall lawsuit bank america 
1, 4th circuit say dominion violate clean water act 
1, 6th circuit say postdukes suit walmart wa timely 
1, minute lorenzo richelmy marco polo learn english 
2, ab inbev efes merge russian operation sale slide 
0, ab inbev cut revenue forecast triple blow brazil 
1, abb aim win saudi project q3 order rise strongly 
2, abb ceo say prepare market return late 2017 cnbc 
2, abbott buy st jude 25 billion boost heart device 
0, abbvie scrap galapagos deal focus arthritis drug 
0, abbvie scrap galapagos deal focus arthritis drug 
0, abbvie set quarterly cash dividend 064 per share 
1, accenture appoint nancy mckinstry board director 
0, accenture revenue forecast fall short share slip 
1, actelion doe see significant cv hit opsumit sale 
2, activision blizzard lower outlook fourth quarter 
2, activision blizzard report q2 gaap earn 029share 
1, activist jana cash whole food follow amazon deal 
0, adm cargill announce soybean joint venture egypt 
1, adm say talk sell multibillion dollar cocoa unit 
1, adm say talk sell multibillion dollar cocoa unit 
1, adobe revenue beat estimate cloud push gain pace 
0, adobe share soar fotolia buy creative cloud jump 
0, adr reportadrs end 3 pct low energy miner tumble 
0, adr reportadrs end 3 pct low energy miner tumble 
0, adr reportadrs end 3 pct low energy miner tumble 
0, adr reportadrs end 3 pct low energy miner tumble 
1, advance micro device mull breakup spinoff source 
1, aep file plan reduce ohio residential power rate 
0, aep outline strategy cut carbon dioxide emission 
0, aep sell four power plant blackstone arclight jv 
1, aig 40 mln accord crisisera retirement plan loss 
1, aig narrow ceo search two internal candidate wsj 
0, aig post big loss add 35 billion buyback program 
1, aig swing quarterly loss add 836 million reserve 
1, aig redeem 490pct callable note due july 17 2045 
2, air liquide finance price 500 mln euro 2021 bond 
0, air product drop 15 billion bid china yingde gas 
0, airbus chief say a380 match 777x pan u tax break 
0, airbus deliver first a330neo boeing 787 dogfight 
1, airbus sprint behind bid upset boeing order lead 
0, airline share tumble southwest spirit air result 
0, aker bp rig well deal maersk odfjell halliburton 
1, akzo nobel purchase annuity u pension obligation 
1, alaska villager sue void key permit conoco field 
1, alc cheer boeing order nyse bell ceremony source 
0, alexion receive positive chmp opinion soliris eu 
0, algeria expect swift progress enisonatrach probe 
1, algeria say oil price 75 barrel allow investment 
