label,topic
0,citi appoints vice chair for global financial institutions group 
0,italy court rules it cannot hear morgan stanley derivatives case 
0,micron quarterly results  forecasts beat on higher chip demand 
0,astrazeneca  merck eye 1 billion boost from cancer drug success 
0,woodside may exit sempra port arthur lng export project in texas 
0,italy eni aims for oil industry first with carbon neutral goal 
0,exclusive credit suisse creates new antisexual harassment role 
1,equinor buys danske commodities in shift to broad energy company 
0,hong kong fines citi asia unit 509 710 for dark pool breaches 
1,lowe to scrap four positions including chief operating officer 
0,gorman shows new goldman ceo clean pair of heels 
0,merck lowers prices of some drugs after trump calls out industry 
0,kimberlyclark cuts profit forecast on surging commodities costs 
0,sp reaches highest level since february as alphabet shares soar 
0,cocacola results pop as consumers turn to diet coke  zero sugar 
0,astrazeneca key lung cancer drug wins european panel thumbsup 
0,diamond offshore posts smallerthanexpected loss on lower costs 
0,spain almirall bets on dermatology with 650 million us deal 
0,oracle corp files protest over pentagon cloud computing contract 
0,foxconn posts fall in q2 net profit  lagging estimates 
0,applied materials weak forecast fans concerns over chip boom end 
0,conocophillips and venezuela pdvsa reach 2 billion settlement 
0,equinor sees scope to cut more costs at giant north sea oilfield 
0,honeywell raises 2018 profit forecast  to get spinoff dividends 
0,hp inc tops estimates  raises fullyear adjusted profit forecast 
0,four toyota group firms to form jv for selfdriving tech nikkei 
0,prudential launches consumerdirect insurance  investing service 
0,unilever confronts the chairdrobe as consumers rethink laundry 
0,agios names former celgene executive jacqualyn fouse as next ceo 
0,verizon media and advertising head tim armstrong to leave wsj 
1,jj to work with india on compensation for recalled hip implants 
0,merck keytruda clocks up new win as eu approves chemo cocktail 
0,french secondquarter online retail sales up 144 percent fevad 
0,us stocks snapshotwall st rises as apple  energy stocks advance 
0,hershey to buy cheese puffs maker pirate brands for 420 million 
0,eu antitrust ruling on microsoft buy of github due by october 19 
0,infosys says arbitrator rules in favor of excfo severance pay 
0,wework tops jpmorgan as no 1 new york tenant as coworking booms 
0,french minister optimistic over buyer for ford blanquefort plant 
0,bank of canada to hold 9 regular bond auctions in coming quarter 
0,equinor to open offices in tokyo  india to expand asian presence 
0,astrazeneca buoyed as imfinzi cuts lung cancer deaths by a third 
0,unilever defends plan to go dutch in charm offensive before vote 
0,lawsuit accuses astrazeneca of using nurses to promote its drugs 
0,tesla musk may settle sec lawsuit but ready for fight sources 
0,vale  bhp reach final deal with prosecutors over brazil disaster 
0,us grants bp  serica license to run iranowned north sea field 
0,lindsey buckingham sues fleetwood mac after being axed from tour 
0,jp morgan ceo dimon cancels plans to attend saudi investor event 
0,amgen  novartis kick off fight for abbvie blockbuster drug in eu 
1,focusexxon mobil bets big on china lng  sidesteps trade war 
0,pfizer revenue worse than expected as generic competition weighs 
0,mastercard shares slide as quality of revenue growth disappoints 
0,rising interest rates pinch us auto sales  consumer confidence 
0,credit suisse to be prudent with investments in early 2019 
0,bhp to return 104 billion in buyback  special dividend bonanza 
0,alibaba cuts sales forecast on economic uncertainty  trade fears 
0,cisco works with amazon to help businesses run apps in the cloud 
0,credit suisse investigated by geneva prosecutors in turkish case 
0,prudential life insurance new business profit rises 17 percent 
1,bpce added to global list of systemic banks  rbs  nordea dropped 
0,uk ineos in talks to buy conoco north sea assets sunday times 
0,south africa barloworld in talks to buy a caterpillar business 
0,goldman sachs expects 11 percent returns from msci china in 2019 
0,tesla cuts china car prices to absorb hit from trade war tariffs 
0,amazon reopens us store to australian shoppers after backlash 
1,disney  fox sued in us for 1 billion over malaysia theme park 
0,novartis to move uk headquarters to the westworks building 
0,ford venezuela unit offers buyouts as output dwindles sources 
0,two key canadatous oil pipelines hit by disruptions 
0,altria to marry pot with big tobacco in 18 billion cronos deal 
0,broadcom earnings beat on strong demand for data center products 
0,cenovus cuts 2019 capex by 4 percent  raises production forecast 
0,pernod ricard served a shot of diageo by elliott 
0,blackberry profit  revenue beat as bets on emerging tech pay off 
0,venezuela navy confronts exxon oil ship in guyana border dispute 
0,jpmorgan to pay more than 135 mln for improper handling of adrs 
0,indonesia telkom says open to merging cdma units with indosat 
1,safrica fuel strike to widen after smaller union joins 
0,exclusive ge to soon seek fda ok for alzheimer imaging agent 
0,japan antimonopoly agency probes denso  others source 
0,china net diesel imports may not reflect real demand 
0,australia cba looks to business banking with new ceo 
0,uae maf holding raises 1 bln loan to refinance debt 
1,bay streetglobal fears overshadow soaring canadian profits 
0,eon uk grain gasfired plant starts full operations 
0,valeant gets regulatory ok for insomnia drug in canada 
0,australia macquarie may face bigbank capital charge moody 
0,fiserv q2 profit tops estimates  maintains fy forecast 
0, norfolk southern q2 profit beats estimates 
0,petrochina further delays dushanzi refinery maintenance source 
0,dutch asmi q2 net just up  new orders tank on slowdown 
0,wrapup 3japan tech firms face weak tv demand  keep forecasts 
0,japan big3 banks target growth overseas as home lending sags 
0,india lupin to sell eli lilly insulin drugs in india  nepal 
0,refilepolls find investors rattled by us debt issue 
0,us cash productsmogas sheds value as storm bypasses refineries 
0,chile mine chaos deepens as collahuasi joins escondida 
0,petrochina lanzhou to raise aug runs by 75 pct vs julysource 
0,exclusive china mulls new regulator for state financial sector 
0,adr reportstocks tumble on eurozone worries italy adrs plunge 
0,asia banks face dollar funding squeeze after us debt rating cut 
0,canada stockstsx plunges 4 percent  sp downgrade stokes fears 
0,canada stockstsx rallies most in two years after fed statement 
0,australia cba warns on funding costs after record h2 
0,piramal health sees 1720 pct returns from vodafone india stake 
0,ifrprocter  gamble prints record low coupon of 07 pct on 3yr 
0,china life gets pe license  first investment identified report 
0,anz q3 profit near forecast pins growth hopes on asia 
0,shanghai gold exchange lifts margins for gold forwards 
1,refiletaiwan f16 sale may be taken up by us congress 
0,irene shuts bahamas oil storage  us refiners prepare 
0,wells fargo  jpmorgan  loan star win anglo irish loans sources 
0,australia qr national open to cooperation on rival rail plan 
0,canada stockstsx rallies to 2wk high as commodity prices rise 
0,galaxy underlying profit beats fcast on macau might 
0,moody cuts gc ftpyme sabadell 6 spanish abs sme notes 
0,previewuk banks face profit hit from proposed reforms 
0,textfitch no impact on nz cvb rtgs from counterparty criteria 
0,indonesian miner abm investama plans 300 mln oct iporegulator 
0,zumba fitness  new game launches boost majesco outlook 
0,brazil banks safe  little exposure to bad debtcbank 
0,canada stockstsx in bear zone as resources pull it to 2011 low 
0,french union mulls refinery strikes over plant closure 
1,ivanhoe shares fall as mongolia rethinks mine pact 
0,update2keystone pipeline hearing draws supporters  few critics 
0,hanlong captures sundance with sweetened 129 bln bid 
1,rptrio surrenders 51 pct stake in zimbabwe unitpaper 
0,text sp assigns ratings to series 20113 wst trust prime rmbs 
0,stxnews latambarclays starts telefonica brasil  tim overweight 
0,china cnooc hit by fresh oil leak in northern waters 
0,wrapup 3thailand struggles to cope with floods  pm wants unity 
0,indian banks risk tripping over loans to power distributors 
0,witness to alleged penn state sex assault put on leave 
0,allied irish banks  brown brothers harriman  state street 
0,moody changes momentive performance outlook to stable 
0,us prudential keen on skorea tong yang life source 
0,analysis gol bond rally seen limited as delta deal falls short 
0,silver lake  microsoft working on new yahoo stake offer source 
0,australia qr national in ten year coal haul contract with rio 
0,enterprise  genesis to build crude pipeline in us gulf 
0,research alertmorgan stanley raises yara to overweight 
0,exclusive mstanley trumps goldman in indonesia brokerage deal 
0,textsp citigroup global markets japan rated a outlook neg 
0,united tech weighs 35 billion sale of hamilton units sources 
0,mcdonald vows to stop pork suppliers confining sows in crates 
0,apple ceo says takes labor conditions very seriously 
0,us marines near start of f35 fighter training flights 
0,building materials group crh says set for sales growth 
0,refileelan asks ceo to stay on until end of key trial 
1,rejigged ravensthorpe nickel mine set for 33 00036 000t yield 
0,bofa in side deal with government on mortgage foreclosures wsj 
0,australia link eyes stake sale for expansionsources 
0,discover financial profit beats  foreign shores beckon 
0,special reportintel shows iran nuclear threat not imminent 
0,chevron says charles moorman nominated to board 
1,analysis moody bank review may mark new era of lower ratings 
0,firm dropped by visa says under 15 million card numbers stolen 
0,novo nordisk says diabetes drug victoza superior to merck rival 
0,conoco jv wood river refinery hydrotreater malfunctions filing 
0,market pulseus stocks to watch halliburton  berkshire  pfizer 
0,ford to close australian plants for a week due to supplier woes 
1,fidelity national information services adj profit tops 
0,emerging marketsbrazil banks fall  walmex rebounds after slump 
1,mexico regulators rule on 1 billion fine against slim telcel 
0,abbott  biocon to develop nutrition products for india 
0,moody disclosures on credit rating of hdfc bank limited 
0,furiex says jj returns sexual dysfunction drug rights 
0,on the movebarclays adds four advisers to new york wealth team 
0,bat says ruling allows it to pursue 17 bln tax claim 
0,text spbulletin altria group rtgs unaffected by tax agreemnt 
0,chinese online gamers use big pineapple to sidestep sales ban 
0,malone and karmazin face off for sirius xm control 
0,berenberg cuts ericsson  qualcomm  imagination to sell 
0,johnson  johnson diabetes drug tops older therapies in studies 
0,textfitch maintains cooperative bank on rating watch negative 
0,delta set to close refinery deal  begin maintenancesources 
0,moody cuts cocacola hellenic to baa1 outlook negative 
0,textfitch takes rtg actions on spanish covered bond programmes 
0,louisiana sex offenders must soon post their status on facebook 
0,moody cuts ratings of 15 banks  morgan stanley down 2 notches 
0,olympicsdecathlete eaton makes splash at rainy trials 
0,officialtablejapan automakers may output  exports 
0,spain bbva no hurry to dispose of distressed assets 
0,venezuela petropiar oil upgrader to shut for expansion 
0,aviva shortlists prudential  manulife for malaysia salesources 
0,mexican juice firm coowned by coke buys dairyproducts company 
0,anton  schlumberger to focus on china shale gas sector 
1,lloyds close to selling branches to coop at steep discount ft 
1,textsp mizuho financial group subordinated bonds rated a 
0,brain tissue from former nfl star seau to be studied for damage 
0,visa  mastercard  banks in 725 bln retail settlement 
0,cme group calls for futures industry reform after pfgbest fraud 
1,us midwest  northeast power cos ready for heat wave 
0,textsp assigns rtgs to pymes santander 3 class a to c notes 
1,bank of america  syncora settle mortgage fraud lawsuit sources 
1,textfitch says bank of america capital position improves in q2 
0,qualcomm cuts outlook for current quarter  sees strong december 
1,target shrinks stores  boosts design to appeal to city shoppers 
0,commodity investment grew 48 billion in june barcap 
0,china mobile subscribers up 11 percent in june to 105 billion 
0,corning  samsung to build 600 million lcd glass plant in china 
0,research alertbaidu seen positioned for strong growth 
0,thermo profit beats estimates earnings outlook raised 
0,insightchina cnooc scoped nexen  partnered  then pounced 
1,mexico coke femsa profit slips despite surging sales 
0,caltex australia to close 124 500 bpd kurnell refinery 
0,chevron invests 500 mln to lift bangladesh gas output 
0,gm signs man united deal day after marketing exec exit 
0,bhp says focus now be on cost cutting as markets slide 
0,payroll processor adp cautiously optimistic about 2013 
1,ford cmax hybrid beats toyota prius v on fuel economy 
0,canadian natural profit falls on lower oil  gas prices 
1,police pension fund sues simon property board over ceo pay deal 
0,toyota to invest 494 mln in new brazil engine factory 
0,mexico comerci raises profit forecast after costco stake sale 
0,textsp lowers rtg on abs deal madrid consumo ii class a nts 
0,bp says 200 us retail outlets received offspecification fuel 
0,rio tinto says longterm commodities outlook unchanged 
0,apple patent victory boosts microsoft as asian vendors scramble 
0,wrapup 2canadian banks surprise with dividends and big profits 
0,uk prudential to sell taiwan insurer stake for 160 mln  ifr 
0,nikkei ends flat  exporters offset gains in chinalinked shares 
0,microsoft complains to china over piracy at state firms report 
0,bank of america merrill lynch loss linked to options error wsj 
0,canada fx debtc ends little changed after tame inflation data 
0,indian state firms bid 5 bln for conoco canada assets 
0,fda to decide by march on pfizerbristol blood thinner 
0,california schools  employers banned from social media snooping 
0,las vegas claims new record world largest sneaker collection 
0,valero may raise over 35 bln in retail sale sources 
0,medvedev points facebook zuckerberg towards russian it sector 
0,us  lockheed talks for more f35s move to senior level sources 
0,south africa amplats fires 12 000 strikers  union leader shot 
0,japan carmakers to cut china production by halfnikkei 
0,new issueenagas financiaciones adds 250 mln euros to 2017 bond 
0,textsp rates bhp billiton finance ltd a1 billion mtn a 
0,us stockswall st to open slightly lower on weak profit outlook 
0,textfitchcocacola hellenic move be limited precedent for now 
0,fedex trims its view on 2013 global growth  us view unchanged 
0,softbank near 20 billion deal for 70 percent of sprint source 
0,cablevision looking at possible sale of its broadband unit wsj 
0,global funds buy more stocks  fear us fiscal cliff bofa poll 
0,analysis farm to fork walmart faces india sourcing challenge 
1,ibm in talks to buy israel mobile software firm red bend media 
0,stryker quarterly profit just short of street estimate 
0,us stocks snapshotwall st slides on ge and mcdonald earnings 
0,gm says no immediate plans to build cars in brazil with peugeot 
0,canada stockstsx ends 4day climb after bid for astral blocked 
1,exclusive credit suisse to sell european etf business sources 
0,rbs should examine future of citizens  ukfi 
0,acura  bmw and cadillac eye brazil luxury car market 
0,raytheon wins us army contract potentially worth 131 million 
0,us regulator intervenes in conoco battle with mf global trustee 
0,boeing speeds up plants for soaring demand  but can it deliver 
1,regeneron profit boosted by eylea  raises drug forecast again 
1,bofa employees could face charges in us fraud case  prosecutor 
0,nbc olympics coverage boosts comcast quarterly results 
0,mexico comerci q3 profit triples as debt financing costs fall 
0,hurricane sandy disrupts northeast us telecom networks 
1,electronic arts q3 forecast disappoints as medal seen lagging 
0,pentagon sees further use of blackberry as door opens to others 
1,missold loan insurance costs lloyds another 1 bln stg 
0,ge  united tech get funds for new engine technologies pentagon 
1,anadarko to drill for oil in kenya from december govt official 
0,us retail brokerages expect higher trading levels post election 
0,pfizer returns eu selling rights on auxilium handdisorder drug 
0,citigroup says it be among banks probed by singapore over rates 
0,on the movewells fargo broker team goes independent  joins lpl 
0,moody affirms toll road investors partnership ii rating 
0,textsp rts amex card acc secured nt 20125 cl 1 nts aa sf 
0,celgene abraxane improved pancreatic cancer survival in trial 
0,celtic exploration posts wider loss on lower natural gas prices 
0,on the moverbc wealth hires veteran morgan stanley broker team 
0,schlumberger  cameron in subsea jv to tap deepsea boom 
0,lme says proposal will help metals warehousing problem 
0,insightlockheed f35 logistics system revolutionary  risky 
0,bp criminal fine brings some relief to spillhit gulf residents 
0,refilelloyds sells 23 bln irish loans at 90 percent discount 
0,italy banking outlook negative as asset quality slides moody 
1,analysis intel inside  looking inward for ceo may be best bet 
0,refileespn strikes deal for new us college football playoffs 
0,walmart supplier broke policy with work at bangladesh factory 
0,us bans bp from new government contracts after oil spill deal 
1,four sue over deadly texas train collision with veterans parade 
0,bank of america  manulife  ontario teachers pension plan 
0,spain insurers invest in bad bank  bbva still studying 
0,exhbos chairman deeply regrets failure to curb lending 
0,on the movemorgan stanley hires brokers from merrill  barclays 
0,facebook voting begins on instagram datasharing  email privacy 
1,hon hai gou says talks on investment in sharp still on paper 
0,blackstone plans to give retail investors access to hedge funds 
0,bay streetcanadian retailers brace for target cheap chic 
0,boeing engineer union says strike be likely  prepares workers 
0,monitise  intuit inc intent on mobilising mint for banks 
0,us stocks snapshotwall st ends up slightly on tech  mcdonald 
0,bt completes sale of remaining stake in tech mahindra ltd 
0,chubb sees net losses from sandy of about 570 million 
0,textsp affirms aaa1 rtgs on td bank otlk rev to stable 
0,aig to raise up to 65 billion through aia share sale sources 
0,us stockswall st falls as cliff talks sour  but hopes remain 
0,graincorp open to higher bids after spurning adm offer 
0,johnson controls sees cost savings in europe boosting fy profit 
1,adobe acquires social media firm behance as it expands in cloud 
1,bankia to book savings of 200 mln euros with 10yr ibm contract 
0,google working on x phone  x tablet to take on rivals  wsj 
0,indian shares fall infosys  reliance hit on derivatives expiry 
1,fda approves bristol myers  pfizer anticlotting drug eliquis 
0,what fiscal cliff us shoppers shrug off budget debate 
0,goldman accelerated share awards ahead of us tax hike source 
0,hbo extends universal deal  keeping films from netflix 
0,goldman  morgan stanley to also settle on foreclosures sources 
1,pratt  whitney wins contract for embraer new ejets 
0,yum says china chicken suppliers dropped before probe announced 
0,kinder morgan boosts size of canadian pipeline project 
0,concordia survivors mark first anniversary of cruise ship wreck 
0,disney drops little mermaid rerelease as 3d sales disappoint 
0,research alertkinder morgan rbc raises price target 
0,goldman  jpmorgan fourth quarter commods risk dives versus 2011 
0,schwab modified floating nav marks latest tiptoe toward sec 
0,saskatchewan leader urges obama to approve keystone xl pipeline 
0,ibm 2013 outlook raises hopes for more tech spending 
0,brazil bradesco expects gradual decline in loan delinquencies 
0,rim names multiple blackberry 10 music  video partners 
1,iraq tells exxon to choose southern iraq or kurdistan 
1,ice says it will keep grain markets open for major crop reports 
1,software ag misses forecasts on investments  unit sale 
0,faulty f35 fuel lines to be scanned in us instead of britain 
0,ana in talks with boeing to speed up 777 jet deliveries nikkei 
1,sirius 4thqtr net up  interim ceo sees no big changes 
1,sprint had talks with four other companies before softbank deal 
1,telefonica and generali car tracker to cut insurance premiums 
0,daylewis as lincoln set for home triumph at top uk film awards 
0,judge denies wells fargo attempt to fight financial crisis suit 
1,exlloyds bank ceo says most ppi policies not missold 
0,dealtalkdrugmakers weigh carveouts as abbott  pfizer set pace 
0,facebook executives get judge to toss four iporelated lawsuits 
1,us board criticizes chevron richmond prefire response 
0,stocks news indonesiaindosiar  surya citra rise on merger plan 
0,lockheed award f22 modernization contract worth up to 69 bln 
1,chevron  transocean say brazil drops criminal oil spill charges 
0,textfitchno immediate impact on indika ratings from og buy 
0,court grills fcc  tennis channel in comcast discrimination suit 
0,autodesk down in extended trade after q4 results  outlook 
0,cme group exec chairman leaves door open for possible big deals 
0,bp oil spill probe did not address cost overruns exec 
0,balloon blitz promotes disney oz  studio franchise strategy 
1,lockheed sees material effect of budget cuts on sales  earnings 
0,insight will dreamliner drama affect industry selfinspection 
0,constellation seeks to reassure modelo us beer distributors 
0,fda postpones panel for glaxo copd drug as snowstorm advances 
1,faa faces obstacles in approving boeing dreamliner fix 
0,google tests sameday delivery  raising marketplace speculation 
0,citigroup puts brazil consumer finance unit up for sale source 
0,uk antifraud agency says may be conflicted in autonomy probe 
0,commerzbank explores uk property business sale source 
0,aig shareholders win classaction status in lawsuit versus us 
1,fitch fund  asset manager ratings now on thomson reuters eikon 
0,blackberry shares rally on att launch  takeover hopes 
1,lme chooses citi  jp morgan  bofamerrill to help selfclearing 
0,exclusive emc  ibm eye web hosting company softlayer  sources 
0,valero not seeking sale of california refineries  ceo 
1,china unicom 2012 net up 68 pct  slightly better than fcasts 
0,us approves nasdaq payback plan for facebook ipo  ubs unhappy 
1,deutsche bank  blackrock  itau bba international  axa uk 
1,boeing 787 faces new risk limits on extended rangesources 
0,youth flock to mobile messaging apps  may be threat to facebook 
1,japan automakers china sales struggle drags into 2013 
0,treasuriesus 10yr yield near 3mth low after tepid adp data 
0,midstates to buy anadarko basin oil and gas assets for 620 mln 
0,bristolmyers names cuss to replace sigal as rd chief 
1,on the movemorgan stanley scores four broker teams from rivals 
1,judge oks settlement with new york city stuyvesant town tenants 
0,microsoft  hon hai sign patent deal for android  chrome devices 
0,updatemoody changes rating outlook on china mobile to stable 
0,australia shares rebound  helped by metal prices  wall st gains 
1,philip morris shares down 22 pct premarket after results 
0,humana says started internal review after private medicare leak 
0,brazil bradesco slightly misses firstquarter profit estimate 
0,bp and vitol snap up 72 million barrels of gasoil in singapore 
1,bristolmyers oral hepatitis c regimen looks competitive study 
0,uaw chief tells opel workers vote again  keep german plant open 
0,bulgaria beh picks citi to lead manage 250 mln eur bond issue 
0,norfolk southern profit beats  noncoal shipping helps 
0,barclays promises angry investors to crack down on pay 
0,kpn launches 3 bln euro share issue at 35 pct discount 
0,honda  mazda poised to expand  but face high costs in buildout 
1,mitsubishi ufj eyes 4 billion morgan stanley assets bloomberg 
0,moody considers downgrading adm following graincorp agreement 
1,starbucks shuffles management  beefs up chinaasia pacific team 
1,refilemetlife posts profit on lower derivative losses 
0,jp morgan  greenhill advising gsk on sale of soft drinks brands 
0,verizon says will not pay a premium for vodafone stake analyst 
0,chipmaker nvidia quarterly results beat expectations 
0,bp withdraws staff from libya due to security concerns 
0,walmart calls on bangladesh to take action with three factories 
1,former blackrock fund manager arrested in insider trading probe 
0,bottler cocacola hbc posts flat sales  meets forecast 
0,lower income shoppers still feeling pinched  us retailers say 
0,regeneron settles all pending litigation with roche genentech 
0,walmart safrica unit massmart cautions on soft sales growth 
1,fda panel says merck sleep drug safe  effective at lower dose 
0,interoil in talks with exxon to develop papua new guinea assets 
0,heavyweights hsbc  glaxo push uk ftse back near 13year highs 
0,scotiabank profit lifted by ing direct  but lower than expected 
0,sprint  softbank reach deal with us over security concerns wsj 
0,peugeot may need to raise funds as burns cash sources 
0,exaig chief greenberg should still face trial ny state lawyer 
1,citi settles us suit over 35 billion in mortgage securities 
0,france to reduce majority stake in paris airport group 
0,caterpillar and milwaukee union reach tentative labor agreement 
0,schofieldbezer replaces thomson as hsbc emea dcm head 
0,on the movemorgan stanley lands wells  ubs advisers in florida 
0,facebook denies providing government direct access to servers 
0,sony takes on microsoft  prices new ps4 below xbox one 
0,health insurer cigna signs 10year deal with canada catamaran 
1,petrobras signs refinery accord with korea gs energy 
0,advisoryalerts and brief on valero energy q3 results withdrawn 
0,fitch affirms 4 stfc abs ptcs at bbbsf outlook stable 
0,enbridge shuts 3 pipelines after synthetic crude spill 
0,us stockswall st climbs as gdp data eases fear of fed pullback 
0,celebrity chef paula deen loses more deals  but book sales soar 
0,oil majors eye oil and gas off arctic jan mayen island 
0,sprint nextel must face ny suit over tax fraud  judge 
0,export income dispute holds up rio oyu tolgoi mine  mongolia 
0,china sinopec to skip diesel exports in july  possibly august 
0,polish airline lot says dreamliner problems not batteryrelated 
0,raytheon wins deal to develop us navy new electronic jammer 
1,red tape  graft mean india not such a super market for walmart 
0,wall st rises on banks results sp best week since january 
0,small be big for japanese automakers eyeing indonesia and india 
0,airlines insist theyll stick with boeing dreamliner after fire 
0,emerging marketslatin american stocks rise on china  us news 
1,us stockswall st gets a lift from bernanke flexible fed view 
1,norfolk southern profit falls 11 pct as coal use drops 
0,boston scientific signals new growth  shares up 11 pct 
0,wrapup 1united  southwest results mixed  but revenue improving 
0,halliburton pleads guilty to destroying gulf oil spill evidence 
0,us fda puts hold on vertex hepatitis study 
0,oaktree taps goldman to sell packaging firm tekniplex sources 
0,publicis  omnicom to merge to create advertising giant 
0,frank int raises ipo size by nearly half to up to 7245 mln 
0,disney  weinstein to adapt artemis fowl book series into film 
0,amgen profit tops wall street view rebounds from first quarter 
0,aig investors cheer first capital return since bailout 
0,german officials find no material risk in honeywell refrigerant 
0,us stocksfutures point to lower open  blackberry rallies early 
0,avanir pharma to copromote merck diabetes drugs shares rise 
1,us stockswall st posts biggest drop since june on weak results 
0,canada stockstsx hits threeweek high as resources bounce back 
0,boeing undercuts rivals in south korea fighter contest sources 
1,blackrock  hsbc private bank  us bank wealth management 
0,gamestop boosts profit forecast on console outlook stock jumps 
0,china  indonesia to join exxon at giant iraqi oilfield 
1,fitch rates southern company senior notes a outlook stable 
0,departed pg ceo made five percent more last year as bonus rose 
0,doctors get good and bad safety news on diabetes drugs 
0,petrochina says report of more probes inaccurate  shares rise 
1,kpn finance head quits with america movil bid in limbo 
1,toyota recalls 780 000 vehicles in us again to fix suspension 
0,eog resources focused on sending more bakken crude by rail ceo 
0,pandora names former microsoft executive brian mcandrews as ceo 
0,sailingoracle losing grasp on america cup as kiwis win sixth 
1,australian analyst pleads guilty to insider trading in new york 
1,lloyds share sale raises prospect of uk complete exit by 2015 
0,boeing stretch 7879 dreamliner lands completing first flight 
0,activision says us court stops 82 billion deal with vivendi 
0,southern copper plans to start work on delayed projects in 2014 
0,france calls for eu to regulate web giants to counter dominance 
0,special report how a german tech giant trims its us tax bill 
0,fidelity demands companies make executive pay plans longer term 
0,exxon  shell may bid in sri lanka oil  gas block auction  govt 
0,att seeks to defend austin  texas  market with faster internet 
0,us private sector jobs tepid  mortgage applications near flat 
0,us companies warn of delays  furloughs from shutdown 
0,bp spars with us government over size of gulf of mexico spill 
0,explosions knock out colombia ecopetrol pipelines  some wells 
1,measured praise from us senators on irish tax loophole change 
1,ford offers auto writers a look at redesigned mustang next week 
1,witnesses say us lawyer used fraud in chevron case in ecuador 
0,publishers need to know their readers to survive in digital era 
0,boeing rotorcraft chief says prospects for foreign sales bright 
0,santander brasil profit tops view loan picture better 
0,mexico coke femsa reports lower thirdquarter profit 
0,goldman and bain among bidders for events company psav sources 
0,procter  gamble sticks by forecasts profit meets expectations 
0,british bank lloyds takes 12 billion misselling hit 
0,toyota keeps top spot in auto sales rankings  outselling gm  vw 
0,morgan stanley to seek fed approval for more share buyback wsj 
0,msci studies sale  other options for proxy adviser iss 
0,target still confident about canada  despite soft initial sales 
0,us f35 fighter drops first guided bomb against ground target 
0,footprint picks ge equipment for new massachusetts natgas plant 
0,aig may sue morgan stanley over mortgage securities sec filing 
0,goldman sachs asset management  hsbc  axa art  vtb group 
0,humana sees lower profit due to spending on exchanges  medicaid 
0,us retailers october sales rise  but holiday concerns remain 
0,facebook director andreessen firm sells a third of its shares 
0,america movil says not planning hostile bid for telekom austria 
1,spy scandal weighs on us tech firms in china  cisco takes hit 
1,singapore pressedwards lifesciences expands singapore facility 
1,brazil government figures confirm spike in amazon deforestation 
0,general electric wins 560 mln saudi electricity order sources 
0,us stocks snapshotwall st ends lower  but home depot helps dow 
0,adidas extends world cup soccer sponsorship until 2030 
1,amazon tests techie comedy betas in original programming push 
0,uk serious fraud office may launch rbs criminal probe report 
0,standard chartered  axa  aon  tsb  european central bank 
1,us trial ends over ecuador pollution judgment against chevron 
0,airbus aims to overtake boeing fleet in latin america next year 
0,us faa proposes fines against southwest  great lakes 
0,yum november kfc china sales flat  sees 2014 earnings rebound 
0,technology  rules keep amazon drone delivery in hangar  for now 
0,us judge weighs penalties after bank of america fraud verdict 
0,0brent slides 2 percent  narrowing premium to us oil 
0,blackrock ups stake in telecom italia ahead of vote for control 
0,target payment card data theft highlights lagging us security 
1,gm unit opel sees enough sales growth to avoid cost cuts paper 
0,walmart recalls donkey product in china after fox meat scandal 
0,microsoft succession speculation focuses on internal candidates 
0,us judge approves jpmorgan criminal settlement in madoff case 
0,ibm to invest 1 billion to create new business unit for watson 
0,exclusive goldman sachs miner halts coal exports from colombia 
0,transcanada gulf coast crude pipeline project set to begin cfo 
0,legal challenges delay chevron 1 bln nigeria oil block sales 
1,newer cars in new brunswick derailment fared better cn railway 
0,in high spirits suntory deal boosts morgan stanleymufg tieup 
1,citi to sell about 103 bln in mortgage loans servicing rights 
0,frozen soundtrack ices beyonce again on billboard album chart 
1,nintendo heads for third consecutive annual loss as wii u flops 
1,morgan stanley  coutts  london stock exchange  bcs prime 
0,russia to keep oil output stable in 2014  new fields to support 
0,visionchina signs advertising pact with baidu unit  shares jump 
0,morgan stanley ceo gorman gets 49 million stock award filing 
0,market pulsemicrosoft  xerox  intuitive surgical  qualcomm  gm 
0,exclusive pentagon report faults f35 on software  reliability 
0,goldman sachs ceo till optimisitic about economy cnbc 
0,intel expects to make decision this year on next new chip plant 
0,us senate subcommittee sets hearing on consumer data security 
0,facebook cites progress on lowpower server technology 
0,india icici bank posts slowest quarterly growth in four years 
0,qualcomm posts higher firstquarter revenue  says year on track 
0,us stockswall st sells off after fed sticks with stimulus cuts 
0,sanofi sues eli lilly over patents for topselling insulin drug 
1,apple  samsung spar over potential us ban on smartphone sales 
0,mckesson trims fullyear outlook  cites taxes  charges 
0,suncor q4 profits rise as oil sands production hits record high 
0,walmart sets c500 million canada expansion  rival shares fall 
0,morgan stanley to pay 125 billion to resolve mortgage lawsuit 
0,boeing production of 737 to reach 42 in second quarter 
0,bad weather causing fits and starts in auto output ford exec 
0,boss of uk bank rbs says behaviour must change at every level 
0,mcdonald looking to heat up us sales with breakfast  coffee 
0,pfizer faces legal action from australian competition regulator 
1,tar wars the clone wars makes the force a netflix exclusive 
0,sp cuts sony credit rating one notch to bbb  outlook negative 
0,what whatsapp a messages service that spans borders  devices 
1,china baidu q4 revenue tops forecast  shares jump after hours 
1,yahoo to stop user access of services with facebook  google ids 
0,softbank ceo merger plans for sprint  tmobile face long odds 
